week_end,pruid,prename,prfname,numtotal_atleast1dose,numtotal_1dose,numtotal_2doses,proptotal_atleast1dose,proptotal_1dose,proptotal_2doses,numweekdelta_atleast1dose,numweekdelta_2doses,propweekdelta_atleast1dose,propweekdelta_2doses
2021-01-16,61,Northwest Territories,Territoires du Nord-Ouest,1893,1893,0,4.191669804,4.191669804,0,,,,
2021-01-16,60,Yukon,Yukon,1311,1311,0,3.117568724,3.117568724,0,,,,
2021-01-16,62,Nunavut,Nunavut,2141,2141,0,5.440500089,5.440500089,0,,,,
2021-01-23,48,Alberta,Alberta,89557,80088,9469,2.025316856,1.811176976,0.21414,7698,5394,0.174089,0.121984
2021-01-23,59,British Columbia,Colombie-Britannique,114672,111408,3264,2.22763045,2.16422364,0.063407,29125,3219,0.565785,0.062533
2021-01-23,1,Canada,Canada,772032,712823,59209,2.031383148,1.875591465,0.155792,211236,32449,0.555808,0.08538
2021-01-23,46,Manitoba,Manitoba,25839,22443,3396,1.873391804,1.627173353,0.246218,9340,1252,0.677173,0.090773
2021-01-23,13,New Brunswick,Nouveau-Brunswick,11516,8675,2841,1.473621711,1.110078876,0.363543,3598,276,0.460411,0.035318
2021-01-23,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,7428,5691,1737,1.42270778,1.090014806,0.332693,3178,3,0.608692,0.000575
2021-01-23,61,Northwest Territories,Territoires du Nord-Ouest,9471,9471,0,20.97163482,20.97163482,0,7578,0,16.77997,0
2021-01-23,12,Nova Scotia,Nouvelle-Écosse,8288,5580,2708,0.846274727,0.569765079,0.27651,2548,501,0.260172,0.051156
2021-01-23,62,Nunavut,Nunavut,4448,4448,0,11.30282316,11.30282316,0,2307,0,5.862323,0
2021-01-23,35,Ontario,Ontario,249132,217691,31441,1.69086306,1.477472466,0.213391,59892,20584,0.406488,0.139704
2021-01-23,11,Prince Edward Island,Île-du-Prince-Édouard,5219,3331,1888,3.26953798,2.086765857,1.182772,917,493,0.574471,0.308849
2021-01-23,24,Quebec,Québec,218833,218833,,2.552116018,2.552116018,,73047,,0.851903,
2021-01-23,47,Saskatchewan,Saskatchewan,23678,21213,2465,2.008855662,1.799723589,0.209132,9368,727,0.794787,0.061679
2021-01-23,60,Yukon,Yukon,3951,3951,0,9.395510321,9.395510321,0,2640,0,6.277942,0
2021-01-30,1,Canada,Canada,855898,742467,113431,2.25205273,1.953591239,0.298461,83866,54222,0.22067,0.14267
2021-01-30,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,8352,5590,2762,1.599684353,1.070669964,0.529014,924,1025,0.176977,0.196321
2021-01-30,11,Prince Edward Island,Île-du-Prince-Édouard,5282,2716,2566,3.309005482,1.701487862,1.607518,63,678,0.039468,0.424745
2021-01-30,12,Nova Scotia,Nouvelle-Écosse,12090,9361,2729,1.234491005,0.95583708,0.278654,3802,21,0.388216,0.002144
2021-01-30,13,New Brunswick,Nouveau-Brunswick,12791,8326,4465,1.636774514,1.065419795,0.571355,1275,1624,0.163153,0.207812
2021-01-30,24,Quebec,Québec,239500,239500,,2.793142654,2.793142654,,20667,,0.241027,
2021-01-30,35,Ontario,Ontario,270795,201946,68849,1.837890204,1.370610887,0.467279,21663,37408,0.147027,0.253889
2021-01-30,46,Manitoba,Manitoba,32441,23938,8503,2.352053234,1.735564573,0.616489,6602,5107,0.478661,0.37027
2021-01-30,47,Saskatchewan,Saskatchewan,27231,24159,3072,2.310294304,2.049663989,0.26063,3553,607,0.301439,0.051498
2021-01-30,48,Alberta,Alberta,90238,74244,15994,2.04071756,1.679015875,0.361702,681,6525,0.015401,0.147562
2021-01-30,59,British Columbia,Colombie-Britannique,132116,127743,4373,2.566499447,2.481549084,0.08495,17444,1109,0.338869,0.021544
2021-01-30,61,Northwest Territories,Territoires du Nord-Ouest,12240,12122,118,27.10303138,26.84174398,0.261287,2769,118,6.131397,0.261287
2021-01-30,60,Yukon,Yukon,7358,7358,0,17.49738419,17.49738419,0,3407,0,8.101874,0
2021-01-30,62,Nunavut,Nunavut,5464,5464,0,13.88458313,13.88458313,0,1016,0,2.58176,0
2021-02-06,1,Canada,Canada,900547,726759,173788,2.369533905,1.912260094,0.457274,44649,60357,0.117481,0.158812
2021-02-06,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,8890,4822,4068,1.702729155,0.923572552,0.779157,538,1306,0.103045,0.250142
2021-02-06,11,Prince Edward Island,Île-du-Prince-Édouard,5310,1795,3515,3.326546594,1.124510572,2.202036,28,949,0.017541,0.594518
2021-02-06,12,Nova Scotia,Nouvelle-Écosse,12849,7716,5133,1.311991309,0.787868701,0.524123,759,2404,0.0775,0.245469
2021-02-06,13,New Brunswick,Nouveau-Brunswick,13262,7844,5418,1.697045079,1.003741638,0.693303,471,953,0.060271,0.121949
2021-02-06,24,Quebec,Québec,257507,257507,,3.003147329,3.003147329,,18007,,0.210005,
2021-02-06,35,Ontario,Ontario,277440,175696,101744,1.882989931,1.192451697,0.690538,6645,32895,0.0451,0.223259
2021-02-06,46,Manitoba,Manitoba,33641,19998,13643,2.439056221,1.449904768,0.989151,1200,5140,0.087003,0.372663
2021-02-06,47,Saskatchewan,Saskatchewan,29777,24370,5407,2.526298464,2.067565355,0.458733,2546,2335,0.216004,0.198103
2021-02-06,48,Alberta,Alberta,90668,68989,21679,2.050441939,1.560174912,0.490267,430,5685,0.009724,0.128565
2021-02-06,59,British Columbia,Colombie-Britannique,142074,129959,12115,2.759944612,2.524597336,0.235347,9958,7742,0.193445,0.150397
2021-02-06,61,Northwest Territories,Territoires du Nord-Ouest,12832,12533,299,28.41389695,27.75182126,0.662076,592,181,1.310866,0.400788
2021-02-06,60,Yukon,Yukon,10447,9968,479,24.84305146,23.70398554,1.139066,3089,479,7.345667,1.139066
2021-02-06,62,Nunavut,Nunavut,5850,5562,288,14.86544863,14.13361116,0.731837,386,288,0.980865,0.731837
2021-02-13,59,British Columbia,Colombie-Britannique,148438,125971,22467,2.883572352,2.447126024,0.436446,6364,10352,0.123628,0.201099
2021-02-13,48,Alberta,Alberta,94996,44314,50682,2.148318949,1.002153837,1.146165,4328,29003,0.097877,0.655898
2021-02-13,47,Saskatchewan,Saskatchewan,32888,23342,9546,2.790237562,1.980349221,0.809888,3111,4139,0.263939,0.351155
2021-02-13,46,Manitoba,Manitoba,34848,14442,20406,2.526566724,1.047080941,1.479486,1207,6763,0.087511,0.490334
2021-02-13,35,Ontario,Ontario,292983,118340,174643,1.988480532,0.803175564,1.185305,15543,72899,0.105491,0.494767
2021-02-13,24,Quebec,Québec,293744,293744,,3.425757394,3.425757394,,36237,,0.42261,
2021-02-13,13,New Brunswick,Nouveau-Brunswick,13676,6172,7504,1.750021754,0.78978753,0.960234,414,2086,0.052977,0.266931
2021-02-13,12,Nova Scotia,Nouvelle-Écosse,14727,6688,8039,1.503750953,0.682901227,0.82085,1878,2906,0.19176,0.296727
2021-02-13,11,Prince Edward Island,Île-du-Prince-Édouard,5709,812,4897,3.576507439,0.508692247,3.067815,399,1382,0.249961,0.865779
2021-02-13,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,9792,4343,5449,1.875492001,0.831828202,1.043664,902,1381,0.172763,0.264507
2021-02-13,60,Yukon,Yukon,10524,9657,867,25.02615809,22.964425,2.061733,77,388,0.183107,0.922667
2021-02-13,61,Northwest Territories,Territoires du Nord-Ouest,13578,12999,579,30.06576471,28.78368504,1.28208,746,280,1.651868,0.620004
2021-02-13,62,Nunavut,Nunavut,6498,4364,2134,16.51208294,11.08937057,5.422712,648,1846,1.646634,4.690875
2021-02-13,1,Canada,Canada,972401,665188,307213,2.558597318,1.750253478,0.808344,71854,133425,0.189063,0.35107
2021-02-20,59,British Columbia,Colombie-Britannique,163613,108590,55023,3.178363514,2.109480872,1.068883,15175,32556,0.294791,0.632436
2021-02-20,48,Alberta,Alberta,103236,37048,66188,2.334665196,0.83783444,1.496831,8240,15506,0.186346,0.350666
2021-02-20,47,Saskatchewan,Saskatchewan,37785,21819,15966,3.205701967,1.851136991,1.354565,4897,6420,0.415464,0.544677
2021-02-20,46,Manitoba,Manitoba,36279,11082,25197,2.630317786,0.803472579,1.826845,1431,4791,0.103751,0.347359
2021-02-20,35,Ontario,Ontario,319913,84860,235053,2.171254894,0.575946242,1.595309,26930,60410,0.182774,0.410004
2021-02-20,24,Quebec,Québec,345990,345990,,4.035070676,4.035070676,,52246,,0.609313,
2021-02-20,13,New Brunswick,Nouveau-Brunswick,15282,4247,11035,1.955530304,0.543458788,1.412072,1606,3531,0.205509,0.451837
2021-02-20,12,Nova Scotia,Nouvelle-Écosse,14915,6690,8225,1.52294734,0.683105444,0.839842,188,186,0.019196,0.018992
2021-02-20,11,Prince Edward Island,Île-du-Prince-Édouard,6466,1304,5162,4.050743931,0.816914644,3.233829,757,265,0.474236,0.166014
2021-02-20,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10436,4324,6112,1.998839309,0.828189074,1.17065,644,663,0.123347,0.126986
2021-02-20,60,Yukon,Yukon,10613,9523,1090,25.23780082,22.6457719,2.592029,89,223,0.211643,0.530296
2021-02-20,61,Northwest Territories,Territoires du Nord-Ouest,14520,12586,1934,32.15163526,27.86917916,4.282456,942,1355,2.085871,3.000376
2021-02-20,62,Nunavut,Nunavut,6977,2870,4107,17.72927096,7.292963688,10.43631,479,1973,1.217188,5.013595
2021-02-20,1,Canada,Canada,1086025,650933,435092,2.857566633,1.712745491,1.144821,113624,127879,0.298969,0.336477
2021-02-27,59,British Columbia,Colombie-Britannique,191820,108035,83785,3.726315691,2.098699383,1.627616,28207,28762,0.547952,0.558734
2021-02-27,48,Alberta,Alberta,139961,52554,87407,3.165195044,1.188500085,1.976695,36725,21219,0.83053,0.479864
2021-02-27,47,Saskatchewan,Saskatchewan,46300,22836,23464,3.928119652,1.937419879,1.9907,8515,7498,0.722418,0.636135
2021-02-27,46,Manitoba,Manitoba,46651,17675,28976,3.382313598,1.281481487,2.100832,10372,3779,0.751996,0.273987
2021-02-27,35,Ontario,Ontario,425162,163239,261923,2.885581621,1.107905829,1.777676,105249,26870,0.714327,0.182367
2021-02-27,24,Quebec,Québec,431750,431750,,5.035237331,5.035237331,,85760,,1.000167,
2021-02-27,13,New Brunswick,Nouveau-Brunswick,21700,9558,12142,2.776796728,1.22307019,1.553727,6418,1107,0.821266,0.141655
2021-02-27,12,Nova Scotia,Nouvelle-Écosse,19734,7116,12618,2.015007898,0.726603639,1.288404,4819,4393,0.492061,0.448562
2021-02-27,11,Prince Edward Island,Île-du-Prince-Édouard,7376,2159,5217,4.62083007,1.352545027,3.268285,910,55,0.570086,0.034456
2021-02-27,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,16031,7819,8212,3.070466939,1.497597217,1.57287,5595,2100,1.071628,0.402219
2021-02-27,60,Yukon,Yukon,10959,6157,4802,26.06059165,14.64139637,11.4192,346,3712,0.822791,8.827166
2021-02-27,61,Northwest Territories,Territoires du Nord-Ouest,15217,10659,4558,33.69500233,23.60222316,10.09278,697,2624,1.543367,5.810323
2021-02-27,62,Nunavut,Nunavut,7402,2321,5081,18.80923945,5.897898508,12.91134,425,974,1.079968,2.475034
2021-02-27,1,Canada,Canada,1380063,841878,538185,3.631244198,2.215163078,1.416081,294038,103093,0.773678,0.27126
2021-03-06,59,British Columbia,Colombie-Britannique,333255,246312,86943,6.473847022,4.78488307,1.688964,141435,3158,2.747531,0.061348
2021-03-06,48,Alberta,Alberta,202240,111622,90618,4.573624407,2.52431321,2.049311,62279,3212,1.408429,0.072639
2021-03-06,47,Saskatchewan,Saskatchewan,56513,29131,27382,4.794596672,2.471491438,2.323105,10213,3918,0.866477,0.332405
2021-03-06,46,Manitoba,Manitoba,59400,29038,30362,4.306647826,2.105327265,2.201321,12749,1386,0.924334,0.100488
2021-03-06,35,Ontario,Ontario,619315,347483,271832,4.203301286,2.358372946,1.844928,194153,9909,1.31772,0.067253
2021-03-06,24,Quebec,Québec,548041,548041,,6.391468448,6.391468448,,116291,,1.356231,
2021-03-06,13,New Brunswick,Nouveau-Brunswick,26331,14179,12152,3.369393302,1.814387134,1.555006,4631,10,0.592597,0.00128
2021-03-06,12,Nova Scotia,Nouvelle-Écosse,25011,10578,14433,2.553834121,1.080103048,1.473731,5277,1815,0.538826,0.185327
2021-03-06,11,Prince Edward Island,Île-du-Prince-Édouard,8671,3159,5512,5.4321065,1.979013312,3.453093,1295,295,0.811276,0.184808
2021-03-06,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,20651,11515,9136,3.955349806,2.205503512,1.749846,4620,924,0.884883,0.176977
2021-03-06,60,Yukon,Yukon,14565,5972,8593,34.63568915,14.20146485,20.43422,3606,3791,8.575097,9.015029
2021-03-06,61,Northwest Territories,Territoires du Nord-Ouest,17056,5907,11149,37.76709993,13.0798698,24.68723,1839,6591,4.072098,14.59445
2021-03-06,62,Nunavut,Nunavut,9199,3741,5458,23.37560034,9.506263817,13.86934,1797,377,4.566361,0.957996
2021-03-06,1,Canada,Canada,1940248,1366678,573570,5.105212076,3.596025369,1.509187,560185,35386,1.473968,0.093108
2021-03-13,59,British Columbia,Colombie-Britannique,409033,321939,87094,7.945918497,6.254021204,1.691897,75778,151,1.472071,0.002933
2021-03-13,48,Alberta,Alberta,288021,196484,91537,6.513547644,4.443453412,2.070094,85781,921,1.939923,0.020828
2021-03-13,47,Saskatchewan,Saskatchewan,69655,41289,28366,5.909571801,3.50298342,2.406588,13142,984,1.114975,0.083483
2021-03-13,46,Manitoba,Manitoba,72282,39151,33131,5.240624884,2.838544933,2.40208,12882,2769,0.933977,0.200759
2021-03-13,35,Ontario,Ontario,874937,589270,285667,5.938212085,3.999385368,1.938827,255622,13835,1.734911,0.093898
2021-03-13,24,Quebec,Québec,714039,714039,,8.327402036,8.327402036,,165998,,1.935934,
2021-03-13,13,New Brunswick,Nouveau-Brunswick,39188,27023,12165,5.014613373,3.457943686,1.55667,12857,13,1.64522,0.001664
2021-03-13,12,Nova Scotia,Nouvelle-Écosse,31964,15851,16113,3.263794084,1.618520837,1.645273,6953,1680,0.70996,0.171542
2021-03-13,11,Prince Edward Island,Île-du-Prince-Édouard,10393,4792,5601,6.510884886,3.002036022,3.508849,1722,89,1.078778,0.055756
2021-03-13,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,27023,17781,9242,5.175798645,3.405649843,1.770149,6372,106,1.220449,0.020303
2021-03-13,60,Yukon,Yukon,19181,8819,10362,45.61257491,20.97165414,24.64092,4616,1769,10.97689,4.206696
2021-03-13,61,Northwest Territories,Territoires du Nord-Ouest,19680,7293,12387,43.577423,16.14888953,27.42853,2624,1238,5.810323,2.741303
2021-03-13,62,Nunavut,Nunavut,10276,4238,6038,26.11236755,10.76919168,15.34318,1077,580,2.736767,1.473839
2021-03-13,1,Canada,Canada,2585672,1987969,597703,6.803462196,5.230776347,1.572686,645424,24135,1.69825,0.063504
2021-03-20,59,British Columbia,Colombie-Britannique,452747,365553,87194,8.795111304,7.1012714,1.69384,43714,100,0.849193,0.001943
2021-03-20,48,Alberta,Alberta,388455,295430,93025,8.78484607,6.681100963,2.103745,100434,1490,2.271298,0.033696
2021-03-20,47,Saskatchewan,Saskatchewan,101128,70522,30606,8.579759918,5.983128599,2.596631319,31473,2240,2.670188,0.190043
2021-03-20,46,Manitoba,Manitoba,90578,47170,43408,6.567130417,3.41994239,3.147188027,18296,10277,1.326506,0.745108
2021-03-20,35,Ontario,Ontario,1225457,927042,298415,8.317197201,6.291849594,2.025347607,350520,12748,2.378985,0.086521
2021-03-20,24,Quebec,Québec,945386,945386,,11.02546122,11.02546122,,231347,,2.698059,
2021-03-20,13,New Brunswick,Nouveau-Brunswick,49621,37446,12175,6.349651173,4.791701856,1.557949316,10433,10,1.335038,0.00128
2021-03-20,12,Nova Scotia,Nouvelle-Écosse,40820,20720,20100,4.168066403,2.115686817,2.052379586,8856,3987,0.904272,0.407106
2021-03-20,11,Prince Edward Island,Île-du-Prince-Édouard,13007,7387,5620,8.148472984,4.627721222,3.520751762,2614,19,1.637588,0.011903
2021-03-20,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,38915,29354,9561,7.453510131,5.622262274,1.831247857,11892,319,2.277711,0.061099
2021-03-20,60,Yukon,Yukon,22146,11671,10475,52.66336916,27.75373347,24.90963569,2965,113,7.050794,0.268715
2021-03-20,61,Northwest Territories,Territoires du Nord-Ouest,22113,8832,13281,48.96481477,19.55669715,29.40811762,2433,894,5.387392,1.979584
2021-03-20,62,Nunavut,Nunavut,11858,5393,6465,30.13239143,13.70416487,16.42822656,1582,427,4.020024,1.085051
2021-03-20,1,Canada,Canada,3402231,2771906,630325,8.95200551,7.293484124,1.658521,816559,32624,2.148543,0.085841
2021-03-27,59,British Columbia,Colombie-Britannique,609515,522171,87344,11.84050312,10.1437493,1.69675382,156768,150,3.045392,0.002914
2021-03-27,48,Alberta,Alberta,504407,408276,96131,11.40708152,9.233094732,2.173987,115952,3111,2.622235,0.070355
2021-03-27,47,Saskatchewan,Saskatchewan,134586,98283,36303,11.41835662,8.338388419,3.079968,33458,5697,2.838597,0.483337
2021-03-27,46,Manitoba,Manitoba,117810,62870,54940,8.541518188,4.558231461,3.983287,27232,11532,1.974388,0.836099
2021-03-27,35,Ontario,Ontario,1672351,1363194,309157,11.35027427,9.252020529,2.098254,446894,10742,3.033077,0.072906
2021-03-27,24,Quebec,Québec,1218801,1218801,,14.21413386,14.21413386,,273415,,3.188673,
2021-03-27,13,New Brunswick,Nouveau-Brunswick,80216,68007,12209,10.26467863,8.702378576,1.5623,30595,34,3.915027,0.004351
2021-03-27,12,Nova Scotia,Nouvelle-Écosse,64681,40387,24294,6.604475821,4.12385345,2.480622,23861,4194,2.436409,0.428243
2021-03-27,11,Prince Edward Island,Île-du-Prince-Édouard,15305,8901,6404,9.588097103,5.576194205,4.011903,2298,784,1.439624,0.491151
2021-03-27,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,51244,41597,9647,9.814921577,7.967201874,1.84772,12329,86,2.361411,0.016472
2021-03-27,60,Yukon,Yukon,23028,12268,10760,54.76077238,29.17340436,25.58737,882,285,2.097403,0.677732
2021-03-27,61,Northwest Territories,Territoires du Nord-Ouest,23721,9790,13931,52.52540909,21.6779965,30.84741,1608,650,3.560594,1.439295
2021-03-27,62,Nunavut,Nunavut,13141,6284,6857,33.39262572,15.96828704,17.42434,1283,392,3.260234,0.996112
2021-03-27,1,Canada,Canada,4528806,3860829,667977,11.91626796,10.15867602,1.757592,1126575,37657,2.964262,0.099084
2021-04-03,59,British Columbia,Colombie-Britannique,804351,716818,87533,15.62540795,13.92498259,1.700425,194836,189,3.784905,0.003672
2021-04-03,48,Alberta,Alberta,600594,488611,111983,13.58233474,11.04985757,2.532477,96187,15852,2.175253,0.35849
2021-04-03,47,Saskatchewan,Saskatchewan,182450,143281,39169,15.47916697,12.15604561,3.323121,47864,2866,4.06081,0.243153
2021-04-03,46,Manitoba,Manitoba,147826,86315,61511,10.71775289,6.258052308,4.459701,30016,6571,2.176235,0.476414
2021-04-03,35,Ontario,Ontario,2171573,1849757,321818,14.73850235,12.55433177,2.184184,499222,12661,3.388228,0.08593
2021-04-03,24,Quebec,Québec,1524366,1524366,,17.77775238,17.77775238,,305565,,3.563619,
2021-04-03,13,New Brunswick,Nouveau-Brunswick,110947,98654,12293,14.19710906,12.62406011,1.573049,30731,84,3.93243,0.010749
2021-04-03,12,Nova Scotia,Nouvelle-Écosse,83796,54265,29531,8.556278597,5.54091434,3.015364,19115,5237,1.951803,0.534742
2021-04-03,11,Prince Edward Island,Île-du-Prince-Édouard,19831,12219,7612,12.42349256,7.654815975,4.768677,4526,1208,2.835395,0.756774
2021-04-03,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,78734,69071,9663,15.08016617,13.22938194,1.850784,27490,16,5.265245,0.003065
2021-04-03,60,Yukon,Yukon,23414,11278,12136,55.67868353,26.81917626,28.85951,386,1376,0.917911,3.272139
2021-04-03,61,Northwest Territories,Territoires du Nord-Ouest,24102,9633,14469,53.36905737,21.33035141,32.03871,381,538,0.843648,1.191293
2021-04-03,62,Nunavut,Nunavut,13414,5078,8336,34.08634666,12.90371763,21.18263,273,1479,0.693721,3.75829
2021-04-03,1,Canada,Canada,5785398,5069344,716054,15.22263326,13.33854033,1.884093,1256592,48077,3.306365,0.126501
2021-04-10,59,British Columbia,Colombie-Britannique,1022228,934409,87819,19.85790969,18.15192847,1.705981,217877,286,4.232502,0.005556
2021-04-10,48,Alberta,Alberta,728291,563934,164357,16.47018143,12.75327485,3.716907,127697,52374,2.887847,1.184429
2021-04-10,47,Saskatchewan,Saskatchewan,249569,208065,41504,21.17358301,17.65235887,3.521224,67119,2335,5.694416,0.198103
2021-04-10,46,Manitoba,Manitoba,215922,147407,68515,15.65488235,10.68737434,4.967508,68096,7004,4.937129,0.507807
2021-04-10,35,Ontario,Ontario,2808322,2475356,332966,19.06012849,16.80028267,2.259846,636749,11148,4.321626,0.075662
2021-04-10,24,Quebec,Québec,1875893,1875893,,21.87739771,21.87739771,,351527,,4.099645,
2021-04-10,13,New Brunswick,Nouveau-Brunswick,135842,120051,15791,17.38274752,15.36208406,2.020663,24895,3498,3.185638,0.447615
2021-04-10,12,Nova Scotia,Nouvelle-Écosse,116818,85699,31119,11.92810341,8.750590953,3.177512,33022,1588,3.371825,0.162148
2021-04-10,11,Prince Edward Island,Île-du-Prince-Édouard,26329,17573,8756,16.49428348,11.00892717,5.485356,6498,1144,4.070791,0.71668
2021-04-10,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,100373,90699,9674,19.22475067,17.37185958,1.852891,21639,11,4.144584,0.002107
